State,District,Year,Quarter,Transaction_count,Transaction_amount
Arunachal Pradesh,Lower Siang,2018,q4,2883,4533291.201
Arunachal Pradesh,Kra Daadi,2018,q4,750,3254327.442
Arunachal Pradesh,Changlang,2018,q4,13950,32343047.41
Arunachal Pradesh,Pakke Kessang,2018,q4,297,462143.519
Arunachal Pradesh,Dibang Valley,2018,q4,40,97205.28809
Arunachal Pradesh,West Kameng,2018,q4,25439,89194886.84
Arunachal Pradesh,Shi Yomi,2018,q4,61,42483.80153
Arunachal Pradesh,East Siang,2018,q4,12893,34272134.34
Arunachal Pradesh,Upper Subansiri,2018,q4,2686,8771042.08
Arunachal Pradesh,East Kameng,2018,q4,1750,5936855.71
Arunachal Pradesh,Lohit,2018,q4,14268,40510521.95
Arunachal Pradesh,Lepa Rada,2018,q4,932,3023578.189
Arunachal Pradesh,Tawang,2018,q4,11104,35921510.89
Arunachal Pradesh,Namsai,2018,q4,7244,17643523.29
Arunachal Pradesh,Lower Dibang Valley,2019,q1,6314,13738776.18
Arunachal Pradesh,Lower Subansiri,2019,q1,4994,12615032.12
Arunachal Pradesh,Longding,2019,q1,7287,25349462.06
Arunachal Pradesh,West Siang,2019,q1,5921,19426751.3
Arunachal Pradesh,Kamle,2019,q1,391,725807.1059
Arunachal Pradesh,Upper Siang,2019,q1,1154,2756678.308
Arunachal Pradesh,Tirap,2019,q1,6877,14075747.84
Arunachal Pradesh,Papum Pare,2019,q1,70941,188556716.4
Arunachal Pradesh,Kurung Kumey,2019,q1,740,2076644.122
Arunachal Pradesh,Anjaw,2019,q1,2116,4643030.796
Arunachal Pradesh,Siang,2019,q1,1282,2552682.037
Arunachal Pradesh,Lower Siang,2019,q1,3565,6923301.928
Arunachal Pradesh,Kra Daadi,2019,q1,1070,3797175.484
Arunachal Pradesh,Changlang,2019,q1,17589,40239141.67
Arunachal Pradesh,Pakke Kessang,2019,q1,545,1682922.837
Arunachal Pradesh,Dibang Valley,2019,q1,102,301591.3864
Arunachal Pradesh,West Kameng,2019,q1,34289,101333633.7
Arunachal Pradesh,Shi Yomi,2019,q1,19,212989.6305
Arunachal Pradesh,East Siang,2019,q1,15621,39284373.05
Arunachal Pradesh,Upper Subansiri,2019,q1,3880,14105451.85
Arunachal Pradesh,East Kameng,2019,q1,2688,9107597.731
Arunachal Pradesh,Lohit,2019,q1,15896,42834776.78
Arunachal Pradesh,Lepa Rada,2019,q1,1523,4054526.309
Arunachal Pradesh,Tawang,2019,q1,13102,39489779.14
Arunachal Pradesh,Namsai,2019,q1,8600,20065516.62
Arunachal Pradesh,Lower Dibang Valley,2019,q2,5819,13737167.75
Arunachal Pradesh,Lower Subansiri,2019,q2,5579,14746949.65
Arunachal Pradesh,Longding,2019,q2,6744,23464027.89
Arunachal Pradesh,West Siang,2019,q2,8041,24549832.98
Arunachal Pradesh,Kamle,2019,q2,414,1136776.696
Arunachal Pradesh,Upper Siang,2019,q2,1079,3993676.33
Arunachal Pradesh,Tirap,2019,q2,6868,18633793.43
Arunachal Pradesh,Papum Pare,2019,q2,86433,246640891.3
Arunachal Pradesh,Kurung Kumey,2019,q2,1427,4036511.934
Arunachal Pradesh,Anjaw,2019,q2,2473,5220589.921
Arunachal Pradesh,Siang,2019,q2,1654,5373179.352
Arunachal Pradesh,Lower Siang,2019,q2,3791,7075961.239
Arunachal Pradesh,Kra Daadi,2019,q2,1447,4315353.219
Arunachal Pradesh,Changlang,2019,q2,18631,48891048.26
Arunachal Pradesh,Pakke Kessang,2019,q2,687,1750138.059
Arunachal Pradesh,Dibang Valley,2019,q2,98,214966.6162
Arunachal Pradesh,West Kameng,2019,q2,37430,122521180.8
Arunachal Pradesh,Shi Yomi,2019,q2,13,65209.39364
Arunachal Pradesh,East Siang,2019,q2,16494,46549881.24
Arunachal Pradesh,Upper Subansiri,2019,q2,4827,18395806.57
Arunachal Pradesh,East Kameng,2019,q2,2309,8996397.735
Arunachal Pradesh,Lohit,2019,q2,18693,48893746.83
Arunachal Pradesh,Lepa Rada,2019,q2,2108,5045595.907
Arunachal Pradesh,Tawang,2019,q2,15960,55915834.59
Arunachal Pradesh,Namsai,2019,q2,9637,22491356.66
Arunachal Pradesh,Lower Dibang Valley,2019,q3,8405,15177864.64
Arunachal Pradesh,Lower Subansiri,2019,q3,8828,21059967.5
Arunachal Pradesh,Longding,2019,q3,10269,26620415.02
Arunachal Pradesh,West Siang,2019,q3,11889,30014806.82
Arunachal Pradesh,Kamle,2019,q3,677,968784.5134
Arunachal Pradesh,Upper Siang,2019,q3,1419,3927440.442
Arunachal Pradesh,Tirap,2019,q3,11249,21737827.19
Arunachal Pradesh,Papum Pare,2019,q3,117940,301518075.7
Arunachal Pradesh,Kurung Kumey,2019,q3,1579,3674797.099
Arunachal Pradesh,Anjaw,2019,q3,4230,9665384.075
Arunachal Pradesh,Siang,2019,q3,2640,6888800.899
Arunachal Pradesh,Lower Siang,2019,q3,5348,9507511.569
Arunachal Pradesh,Kra Daadi,2019,q3,2187,5520848.186
Arunachal Pradesh,Changlang,2019,q3,29218,58354823.44
Arunachal Pradesh,Pakke Kessang,2019,q3,977,2145842.293
Arunachal Pradesh,Dibang Valley,2019,q3,202,675909.9963
Arunachal Pradesh,West Kameng,2019,q3,53939,147186019.9
Arunachal Pradesh,Shi Yomi,2019,q3,27,30367.75471
Arunachal Pradesh,East Siang,2019,q3,22611,58040119.96
Arunachal Pradesh,Upper Subansiri,2019,q3,7803,22099628.49
Arunachal Pradesh,East Kameng,2019,q3,3814,10631335.87
Arunachal Pradesh,Lohit,2019,q3,24505,54539458.21
Arunachal Pradesh,Lepa Rada,2019,q3,2928,4930337.942
Arunachal Pradesh,Tawang,2019,q3,24097,72221026.28
Arunachal Pradesh,Namsai,2019,q3,13453,25507641.02
Arunachal Pradesh,Lower Dibang Valley,2019,q4,10376,21103089.24
Arunachal Pradesh,Lower Subansiri,2019,q4,11806,29634357.49
Arunachal Pradesh,Longding,2019,q4,11018,29245021.39
Arunachal Pradesh,West Siang,2019,q4,14581,39460255.47
Arunachal Pradesh,Kamle,2019,q4,999,1620922.328
Arunachal Pradesh,Upper Siang,2019,q4,4165,12739585.64
Arunachal Pradesh,Tirap,2019,q4,16459,38467790.73
Arunachal Pradesh,Papum Pare,2019,q4,143272,378838002.3
Arunachal Pradesh,Kurung Kumey,2019,q4,1343,4526789.749
Arunachal Pradesh,Anjaw,2019,q4,5417,11887950.53
Arunachal Pradesh,Siang,2019,q4,4756,8833695.425
Arunachal Pradesh,Lower Siang,2019,q4,6628,11985865.26
Arunachal Pradesh,Kra Daadi,2019,q4,2830,7804936.328
Arunachal Pradesh,Changlang,2019,q4,33963,71874990.96
Arunachal Pradesh,Pakke Kessang,2019,q4,1194,2287739.012
Arunachal Pradesh,Dibang Valley,2019,q4,267,1240493.027
Arunachal Pradesh,West Kameng,2019,q4,66740,198205637.5
Arunachal Pradesh,Shi Yomi,2019,q4,232,170772.7268
Arunachal Pradesh,East Siang,2019,q4,26605,72075285.44
Arunachal Pradesh,Upper Subansiri,2019,q4,9285,28319761.87
Arunachal Pradesh,East Kameng,2019,q4,5646,19408662.75
Arunachal Pradesh,Lohit,2019,q4,29281,67502324.59
Arunachal Pradesh,Lepa Rada,2019,q4,4245,8888753.876
Arunachal Pradesh,Tawang,2019,q4,30077,91949243.61
Arunachal Pradesh,Namsai,2019,q4,18290,32501252.24
Arunachal Pradesh,Lower Dibang Valley,2020,q1,14400,29552510.94
Arunachal Pradesh,Lower Subansiri,2020,q1,15770,34273250.72
Arunachal Pradesh,Longding,2020,q1,13240,35267439.98
Arunachal Pradesh,West Siang,2020,q1,19728,47929440.73
Arunachal Pradesh,Kamle,2020,q1,1434,3418975.826
Arunachal Pradesh,Upper Siang,2020,q1,7055,17820679.65
Arunachal Pradesh,Tirap,2020,q1,18369,40877851.79
Arunachal Pradesh,Papum Pare,2020,q1,180373,457430754.2
Arunachal Pradesh,Kurung Kumey,2020,q1,2294,5942677.062
Arunachal Pradesh,Anjaw,2020,q1,5025,12808735.86
Arunachal Pradesh,Siang,2020,q1,5136,11962344.14
Arunachal Pradesh,Lower Siang,2020,q1,8047,15520255.4
Arunachal Pradesh,Kra Daadi,2020,q1,3407,10045462.8
Arunachal Pradesh,Changlang,2020,q1,43858,93461363.59
Arunachal Pradesh,Pakke Kessang,2020,q1,2044,3425821.316
Arunachal Pradesh,Dibang Valley,2020,q1,397,878784.5955
Arunachal Pradesh,West Kameng,2020,q1,75363,198712422.2
Arunachal Pradesh,Shi Yomi,2020,q1,117,566189.9937
Arunachal Pradesh,East Siang,2020,q1,33743,82011539.43
Arunachal Pradesh,Upper Subansiri,2020,q1,12313,33686711.81
Arunachal Pradesh,East Kameng,2020,q1,7379,20456070.89
Arunachal Pradesh,Lohit,2020,q1,36985,83701268.27
Arunachal Pradesh,Lepa Rada,2020,q1,5721,11137993.77
Arunachal Pradesh,Tawang,2020,q1,31865,84425193.42
Arunachal Pradesh,Namsai,2020,q1,23112,46444942.96
Arunachal Pradesh,Lower Dibang Valley,2020,q2,26234,42360072.53
Arunachal Pradesh,Lower Subansiri,2020,q2,25703,46133123.52
Arunachal Pradesh,Longding,2020,q2,20664,54678022.5
Arunachal Pradesh,West Siang,2020,q2,32777,72790231.05
Arunachal Pradesh,Kamle,2020,q2,2397,4126243.078
Arunachal Pradesh,Upper Siang,2020,q2,10899,28048492.11
Arunachal Pradesh,Tirap,2020,q2,28830,63497030.84
Arunachal Pradesh,Papum Pare,2020,q2,221728,535085907.3
Arunachal Pradesh,Kurung Kumey,2020,q2,3847,11359743.46
Arunachal Pradesh,Anjaw,2020,q2,7617,18795023.53
Arunachal Pradesh,Siang,2020,q2,9827,18585670.47
Arunachal Pradesh,Lower Siang,2020,q2,13321,23571085.32
Arunachal Pradesh,Kra Daadi,2020,q2,5264,15730996.23
Arunachal Pradesh,Changlang,2020,q2,69279,128572448
Arunachal Pradesh,Pakke Kessang,2020,q2,3558,4635272.064
Arunachal Pradesh,Dibang Valley,2020,q2,966,2559724.837
Arunachal Pradesh,West Kameng,2020,q2,95421,251395972.2
Arunachal Pradesh,Shi Yomi,2020,q2,302,1222863.436
Arunachal Pradesh,East Siang,2020,q2,55680,112693868.8
Arunachal Pradesh,Upper Subansiri,2020,q2,18056,43140688.97
Arunachal Pradesh,East Kameng,2020,q2,11791,40506284.27
Arunachal Pradesh,Lohit,2020,q2,56541,114730675.5
Arunachal Pradesh,Lepa Rada,2020,q2,8601,16064862.37
Arunachal Pradesh,Tawang,2020,q2,44499,121561732.2
Arunachal Pradesh,Namsai,2020,q2,34972,54870798.31
Arunachal Pradesh,Lower Dibang Valley,2020,q3,27655,63469161.33
Arunachal Pradesh,Lower Subansiri,2020,q3,26596,59707234.22
Arunachal Pradesh,Longding,2020,q3,21445,63273209.98
Arunachal Pradesh,West Siang,2020,q3,34295,92449732.96
Arunachal Pradesh,Kamle,2020,q3,2618,5300885.933
Arunachal Pradesh,Upper Siang,2020,q3,12707,40210852.99
Arunachal Pradesh,Tirap,2020,q3,30046,81539831.53
Arunachal Pradesh,Papum Pare,2020,q3,298350,859373863.7
Arunachal Pradesh,Kurung Kumey,2020,q3,4391,13864822.73
Arunachal Pradesh,Anjaw,2020,q3,9751,31524690.46
Arunachal Pradesh,Siang,2020,q3,10489,21236201.53
Arunachal Pradesh,Lower Siang,2020,q3,12456,28754627.35
Arunachal Pradesh,Kra Daadi,2020,q3,5676,16181045.61
Arunachal Pradesh,Changlang,2020,q3,73842,159158438.9
Arunachal Pradesh,Pakke Kessang,2020,q3,3469,6301715.335
Arunachal Pradesh,Dibang Valley,2020,q3,899,3061207.293
Arunachal Pradesh,West Kameng,2020,q3,111029,332812237.8
Arunachal Pradesh,Shi Yomi,2020,q3,521,3410288.131
Arunachal Pradesh,East Siang,2020,q3,69710,176323789.9
Arunachal Pradesh,Upper Subansiri,2020,q3,24387,70811197.58
Arunachal Pradesh,East Kameng,2020,q3,13421,43881134.37
Arunachal Pradesh,Lohit,2020,q3,65889,156523653.2
Arunachal Pradesh,Lepa Rada,2020,q3,10150,22146313.37
Arunachal Pradesh,Tawang,2020,q3,56016,182137862.7
Arunachal Pradesh,Namsai,2020,q3,37019,76484566.53
Arunachal Pradesh,Lower Dibang Valley,2020,q4,33455,81929299.57
Arunachal Pradesh,Lower Subansiri,2020,q4,31411,97681186.9
Arunachal Pradesh,Longding,2020,q4,26089,74890543.92
Arunachal Pradesh,West Siang,2020,q4,45207,125118193
Arunachal Pradesh,Kamle,2020,q4,3611,10000596.41
Arunachal Pradesh,Upper Siang,2020,q4,19943,78146755.89
Arunachal Pradesh,Tirap,2020,q4,36124,104709589.7
Arunachal Pradesh,Papum Pare,2020,q4,390528,1205917754
Arunachal Pradesh,Kurung Kumey,2020,q4,4581,17134470.44
Arunachal Pradesh,Anjaw,2020,q4,17228,49318880.52
Arunachal Pradesh,Siang,2020,q4,12962,32619173.24
Arunachal Pradesh,Lower Siang,2020,q4,14782,33891568.65
Arunachal Pradesh,Kra Daadi,2020,q4,7619,30458774.81
Arunachal Pradesh,Changlang,2020,q4,84852,204367875.1
Arunachal Pradesh,Pakke Kessang,2020,q4,3064,7503555.504
Arunachal Pradesh,Dibang Valley,2020,q4,1705,6749773.196
Arunachal Pradesh,West Kameng,2020,q4,129575,390436113.7
Arunachal Pradesh,Shi Yomi,2020,q4,1103,6627025.636
Arunachal Pradesh,East Siang,2020,q4,88632,250515095.2
Arunachal Pradesh,Upper Subansiri,2020,q4,31426,109405900.8
Arunachal Pradesh,East Kameng,2020,q4,16340,64104581.34
Arunachal Pradesh,Lohit,2020,q4,80530,196997836.8
Arunachal Pradesh,Lepa Rada,2020,q4,14338,39340491.72
Arunachal Pradesh,Tawang,2020,q4,67262,240482254.6
Arunachal Pradesh,Namsai,2020,q4,46762,111916731.5
Arunachal Pradesh,Lower Dibang Valley,2021,q1,32427,90709108.52
Arunachal Pradesh,Lower Subansiri,2021,q1,29916,106591163
Arunachal Pradesh,Longding,2021,q1,23962,75573420.97
Arunachal Pradesh,West Siang,2021,q1,42575,138700637.3
Arunachal Pradesh,Kamle,2021,q1,3092,11023767.7
Arunachal Pradesh,Upper Siang,2021,q1,21312,73026286.55
Arunachal Pradesh,Tirap,2021,q1,32043,110593517.1
Arunachal Pradesh,Papum Pare,2021,q1,419891,1388723427
Arunachal Pradesh,Kurung Kumey,2021,q1,4962,22483754.8
Arunachal Pradesh,Anjaw,2021,q1,12823,38844865.55
Arunachal Pradesh,Siang,2021,q1,13679,42644184.41
Arunachal Pradesh,Lower Siang,2021,q1,13231,37929392.8
Arunachal Pradesh,Kra Daadi,2021,q1,6393,24326518.99
Arunachal Pradesh,Changlang,2021,q1,78849,220167765.5
Arunachal Pradesh,Pakke Kessang,2021,q1,3563,8146941.792
Arunachal Pradesh,Dibang Valley,2021,q1,1930,7949867.974
Arunachal Pradesh,West Kameng,2021,q1,120906,384735272.8
Arunachal Pradesh,Shi Yomi,2021,q1,1251,6905518.173
Arunachal Pradesh,East Siang,2021,q1,82357,253988360.8
Arunachal Pradesh,Upper Subansiri,2021,q1,28053,116973014.5
Arunachal Pradesh,East Kameng,2021,q1,16281,77915774.21
Arunachal Pradesh,Lohit,2021,q1,72380,198534806.9
Arunachal Pradesh,Lepa Rada,2021,q1,15690,52794992.78
Arunachal Pradesh,Tawang,2021,q1,54137,207859088.4
Arunachal Pradesh,Namsai,2021,q1,45753,116637630.7
Arunachal Pradesh,Lower Dibang Valley,2021,q2,42091,105552358.1
Arunachal Pradesh,Lower Subansiri,2021,q2,40081,120717472.9
Arunachal Pradesh,Longding,2021,q2,31640,96566640.53
Arunachal Pradesh,West Siang,2021,q2,59341,180700138.8
Arunachal Pradesh,Kamle,2021,q2,5476,17345427.04
Arunachal Pradesh,Upper Siang,2021,q2,25971,89455180.07
Arunachal Pradesh,Tirap,2021,q2,46320,144548683.3
Arunachal Pradesh,Papum Pare,2021,q2,552953,1501062555
Arunachal Pradesh,Kurung Kumey,2021,q2,6623,27396796.62
Arunachal Pradesh,Anjaw,2021,q2,15311,43475744.24
Arunachal Pradesh,Siang,2021,q2,17032,52687221.43
Arunachal Pradesh,Lower Siang,2021,q2,17401,45499278.57
Arunachal Pradesh,Kra Daadi,2021,q2,8758,35998227.6
Arunachal Pradesh,Changlang,2021,q2,105461,264031910.3
Arunachal Pradesh,Pakke Kessang,2021,q2,4424,13097426.07
Arunachal Pradesh,Dibang Valley,2021,q2,1995,9465919.623
Arunachal Pradesh,West Kameng,2021,q2,164866,482626617.9
Arunachal Pradesh,Shi Yomi,2021,q2,2135,12166777.19
Arunachal Pradesh,East Siang,2021,q2,106787,286839106.5
Arunachal Pradesh,Upper Subansiri,2021,q2,35856,131912938.8
Arunachal Pradesh,East Kameng,2021,q2,22015,95352007.56
Arunachal Pradesh,Lohit,2021,q2,99686,230495504.2
Arunachal Pradesh,Lepa Rada,2021,q2,21273,71336743.86
Arunachal Pradesh,Tawang,2021,q2,70061,251025038
Arunachal Pradesh,Namsai,2021,q2,64781,147069902.4
Arunachal Pradesh,Lower Dibang Valley,2021,q3,50270,133788747
Arunachal Pradesh,Lower Subansiri,2021,q3,46105,142674452.2
Arunachal Pradesh,Longding,2021,q3,32638,100698521
Arunachal Pradesh,West Siang,2021,q3,65763,217065611.3
Arunachal Pradesh,Kamle,2021,q3,6064,19140719.48
Arunachal Pradesh,Upper Siang,2021,q3,27960,114285857.1
Arunachal Pradesh,Tirap,2021,q3,47118,143620525.9
Arunachal Pradesh,Papum Pare,2021,q3,710098,1995999756
Arunachal Pradesh,Kurung Kumey,2021,q3,7417,30935383.38
Arunachal Pradesh,Anjaw,2021,q3,22621,69876730.15
Arunachal Pradesh,Siang,2021,q3,17241,58453201.46
Arunachal Pradesh,Lower Siang,2021,q3,19324,46101622.76
Arunachal Pradesh,Kra Daadi,2021,q3,8974,32167939.6
Arunachal Pradesh,Changlang,2021,q3,120126,319705502.4
Arunachal Pradesh,Pakke Kessang,2021,q3,5061,12416386.84
Arunachal Pradesh,Dibang Valley,2021,q3,2354,13284361.64
Arunachal Pradesh,West Kameng,2021,q3,209165,658232385.7
Arunachal Pradesh,Shi Yomi,2021,q3,2559,17495021.72
Arunachal Pradesh,East Siang,2021,q3,128957,368061706.2
Arunachal Pradesh,Upper Subansiri,2021,q3,46434,191353412.4
Arunachal Pradesh,East Kameng,2021,q3,23739,102442240.3
Arunachal Pradesh,Lohit,2021,q3,117879,275160751.4
Arunachal Pradesh,Lepa Rada,2021,q3,20756,72378628.45
Arunachal Pradesh,Tawang,2021,q3,89052,365404078.4
Arunachal Pradesh,Namsai,2021,q3,79292,177380632.2
Arunachal Pradesh,Lower Dibang Valley,2021,q4,65302,174980099.8
Arunachal Pradesh,Lower Subansiri,2021,q4,60146,199366119.1
Arunachal Pradesh,Longding,2021,q4,37096,125754642.9
Arunachal Pradesh,West Siang,2021,q4,79050,267978346.9
Arunachal Pradesh,Kamle,2021,q4,8517,31862943.49
Arunachal Pradesh,Upper Siang,2021,q4,41167,155266317.8
Arunachal Pradesh,Tirap,2021,q4,52675,172835892.7
Arunachal Pradesh,Papum Pare,2021,q4,919925,2435796597
Arunachal Pradesh,Kurung Kumey,2021,q4,8467,36028643.16
Arunachal Pradesh,Anjaw,2021,q4,24083,77313027.12
Arunachal Pradesh,Siang,2021,q4,22785,72065716.17
Arunachal Pradesh,Lower Siang,2021,q4,25424,69995156.91
Arunachal Pradesh,Kra Daadi,2021,q4,10986,42553945.3
Arunachal Pradesh,Changlang,2021,q4,147432,403255246.4
Arunachal Pradesh,Pakke Kessang,2021,q4,6343,15848508.21
Arunachal Pradesh,Dibang Valley,2021,q4,2711,14284034.4
Arunachal Pradesh,West Kameng,2021,q4,247346,765859269.3
Arunachal Pradesh,Shi Yomi,2021,q4,3066,19610548.43
Arunachal Pradesh,East Siang,2021,q4,169617,450185173
Arunachal Pradesh,Upper Subansiri,2021,q4,54298,226652835.4
Arunachal Pradesh,East Kameng,2021,q4,27988,122366463.7
Arunachal Pradesh,Lohit,2021,q4,142772,328942905.3
Arunachal Pradesh,Lepa Rada,2021,q4,28633,101798549.9
Arunachal Pradesh,Tawang,2021,q4,99575,412396002.3
Arunachal Pradesh,Namsai,2021,q4,105194,220513367.7
Arunachal Pradesh,Lower Dibang Valley,2022,q1,83531,235243185.5
Arunachal Pradesh,Lower Subansiri,2022,q1,73100,239825149.9
Arunachal Pradesh,Longding,2022,q1,43533,138915391.1
Arunachal Pradesh,West Siang,2022,q1,92331,315562272.6
Arunachal Pradesh,Kamle,2022,q1,11978,39224415.8
Arunachal Pradesh,Upper Siang,2022,q1,43428,156487414.6
Arunachal Pradesh,Tirap,2022,q1,59514,181768733.7
Arunachal Pradesh,Papum Pare,2022,q1,1163726,2909248439
Arunachal Pradesh,Kurung Kumey,2022,q1,10401,46127063.32
Arunachal Pradesh,Anjaw,2022,q1,21058,70149358.08
Arunachal Pradesh,Siang,2022,q1,23793,80549877.87
Arunachal Pradesh,Lower Siang,2022,q1,29595,80036191.46
Arunachal Pradesh,Kra Daadi,2022,q1,14110,54761962.54
Arunachal Pradesh,Changlang,2022,q1,171494,490549428.8
Arunachal Pradesh,Pakke Kessang,2022,q1,8817,26463907.43
Arunachal Pradesh,Dibang Valley,2022,q1,2927,15694666.66
Arunachal Pradesh,West Kameng,2022,q1,240672,705607894
Arunachal Pradesh,Shi Yomi,2022,q1,2903,19772208.73
Arunachal Pradesh,East Siang,2022,q1,201945,501600929
Arunachal Pradesh,Upper Subansiri,2022,q1,61408,250527144.3
Arunachal Pradesh,East Kameng,2022,q1,36452,157804150
Arunachal Pradesh,Lohit,2022,q1,169954,393361044.5
Arunachal Pradesh,Lepa Rada,2022,q1,33504,116144345.4
Arunachal Pradesh,Tawang,2022,q1,86721,346661566.5
Arunachal Pradesh,Namsai,2022,q1,117173,256004887.6
Arunachal Pradesh,Lower Dibang Valley,2022,q2,104498,271945446.4
Arunachal Pradesh,Lower Subansiri,2022,q2,94109,287993729.8
Arunachal Pradesh,Longding,2022,q2,53158,160788732.8
Arunachal Pradesh,West Siang,2022,q2,121772,375530981.6
Arunachal Pradesh,Kamle,2022,q2,15014,44602505.01
Arunachal Pradesh,Upper Siang,2022,q2,48672,156044689
Arunachal Pradesh,Tirap,2022,q2,77626,237900567.7
Arunachal Pradesh,Papum Pare,2022,q2,1444757,3269917297
Arunachal Pradesh,Kurung Kumey,2022,q2,11548,48364588.8
Arunachal Pradesh,Anjaw,2022,q2,29854,100406271.8
Arunachal Pradesh,Siang,2022,q2,28364,83637271.89
Arunachal Pradesh,Lower Siang,2022,q2,35467,92504503.65
Arunachal Pradesh,Kra Daadi,2022,q2,15115,64226643.96
Arunachal Pradesh,Changlang,2022,q2,203732,513287861.1
Arunachal Pradesh,Pakke Kessang,2022,q2,10309,27595370.59
Arunachal Pradesh,Dibang Valley,2022,q2,3179,17089738.72
Arunachal Pradesh,West Kameng,2022,q2,327925,893486447.6
Arunachal Pradesh,Shi Yomi,2022,q2,3929,28306519.5
Arunachal Pradesh,East Siang,2022,q2,261162,604825118.2
Arunachal Pradesh,Upper Subansiri,2022,q2,69169,253134359.5
Arunachal Pradesh,East Kameng,2022,q2,45363,191450485.6
Arunachal Pradesh,Lohit,2022,q2,226199,502322813.6
Arunachal Pradesh,Lepa Rada,2022,q2,40528,118031124.7
Arunachal Pradesh,Tawang,2022,q2,132824,494351396.8
Arunachal Pradesh,Namsai,2022,q2,152652,293920909.2
Arunachal Pradesh,Lower Dibang Valley,2022,q3,112848,273001216.7
Arunachal Pradesh,Lower Subansiri,2022,q3,109261,285712248.1
